time,.layout.dim,.layout.data_offset,.data,,,,,
1970/01/01/01:00:08.540000,[],0,1.0833727171262669e-18, 1.0758664537329574e-19, -7.220160007476807, 3.104302533278103e-20, 1.4867974389635986e-19, 2.5487954988687655e-19
1970/01/01/01:00:08.550000,[],0,1.090466307866792e-18, -1.197379608834424e-19, -7.220160007476807, 6.67415330129356e-20, 1.5025978811330685e-19, 2.5758820450146973e-19
1970/01/01/01:00:08.560000,[],0,1.0973089526889837e-18, -3.425040846443259e-19, -7.220160007476807, 1.0171938866497176e-19, 1.5179321294791824e-19, 2.6021693278937496e-19
1970/01/01/01:00:08.570000,[],0,1.1039048908934816e-18, -5.607806856305778e-19, -7.220160007476807, 1.3598752335143741e-19, 1.5328078095732122e-19, 2.627670530696935e-19
1970/01/01/01:00:08.580000,[],0,1.1102586719736545e-18, -7.746356185018217e-19, -7.220160007476807, 1.695566968826443e-19, 1.5472328054803713e-19, 2.652399095109208e-19
1970/01/01/01:00:08.590000,[],0,9.837941300477192e-19, -5.960886315834624e-19, -7.220160007476807, 1.4140780526095012e-19, 1.3478210147909744e-19, 2.3105504218533596e-19
1970/01/01/01:00:08.600000,[],0,8.597605685445006e-19, -4.2105294881720826e-19, -7.220160007476807, 1.1380776090038195e-19, 1.1522627225333383e-19, 1.9753075612705715e-19
1970/01/01/01:00:08.610000,[],0,7.381216432158348e-19, -2.494758632884032e-19, -7.220160007476807, 8.6748337231254e-20, 9.605004138054962e-20, 1.6465721564161322e-19
1970/01/01/01:00:08.620000,[],0,6.188417335965937e-19, -8.130540479012412e-20, -7.220160007476807, 6.022142400615414e-20, 7.724772845638206e-20, 1.3242467550741253e-19
1970/01/01/01:00:08.630000,[],0,5.018855294143788e-19, 8.350978942378966e-20, -7.220160007476807, 3.421902729994386e-20, 5.881373708699935e-20, 1.0082354559922829e-19
1970/01/01/01:00:08.640000,[],0,5.526959257210611e-19, -1.916927253899853e-20, -7.220160007476807, 4.83048920806533e-20, 6.980374917825837e-20, 1.1966357925179797e-19
1970/01/01/01:00:08.650000,[],0,6.024348646405458e-19, -1.1979283914720646e-19, -7.220160007476807, 6.210420986494701e-20, 8.056699099705569e-20, 1.3811483801646773e-19
1970/01/01/01:00:08.660000,[],0,6.511187863875074e-19, -2.183919409829148e-19, -7.220160007476807, 7.562132981338942e-20, 9.110690051281223e-20, 1.5618325432919323e-19
1970/01/01/01:00:08.670000,[],0,6.987638726826789e-19, -3.1499722734964064e-19, -7.220160007476807, 8.886054292540816e-20, 1.0142690923260037e-19, 1.7387469600244474e-19
1970/01/01/01:00:08.680000,[],0,7.453862535480052e-19, -4.096389161891363e-19, -7.220160007476807, 1.0182608850164256e-19, 1.1153036465296154e-19, 1.9119491452641895e-19
1970/01/01/01:00:08.690000,[],0,8.434232344586955e-19, -3.3940394095544785e-19, -7.220160007476807, 9.148149054567657e-20, 1.2746720115062324e-19, 2.1851521674357935e-19
1970/01/01/01:00:08.700000,[],0,9.394151664012133e-19, -2.7053973324373047e-19, -7.220160007476807, 8.133462753020197e-20, 1.4307255794250138e-19, 2.452672458799158e-19
1970/01/01/01:00:08.710000,[],0,1.0333933271424707e-18, -2.0302572986094399e-19, -7.220160007476807, 7.138257201133214e-20, 1.5835148858515078e-19, 2.714597131812543e-19
1970/01/01/01:00:08.720000,[],0,1.1253885291602854e-18, -1.3684171658086913e-19, -7.220160007476807, 6.162242239457462e-20, 1.7330902078573211e-19, 2.971011747970559e-19
1970/01/01/01:00:08.730000,[],0,1.0928178789507036e-18, -1.2018828317879509e-19, -7.220160007476807, 5.821910408649883e-20, 1.6808735269611163e-19, 2.8814973640073673e-19
1970/01/01/01:00:08.740000,[],0,1.0547047050467103e-18, -1.6773605942971802e-19, -7.220160007476807, 6.367612444743625e-20, 1.631417173618395e-19, 2.7967152286298033e-19
1970/01/01/01:00:08.750000,[],0,1.0172483125490841e-18, -2.1431609898743926e-19, -7.220160007476807, 6.901763032830036e-20, 1.582786966912461e-19, 2.7133491230633535e-19
1970/01/01/01:00:08.760000,[],0,9.804392922783572e-19, -2.5994311015722577e-19, -7.220160007476807, 7.424540533728696e-20, 1.534971016122009e-19, 2.631378884780587e-19
1970/01/01/01:00:08.770000,[],0,9.44268441850215e-19, -3.0463156859979723e-19, -7.220160007476807, 7.936120723319773e-20, 1.4879579475136163e-19, 2.5507848682419555e-19
1970/01/01/01:00:08.780000,[],0,9.087265588803428e-19, -3.483958336535997e-19, -7.220160007476807, 8.436674853839459e-20, 1.4417362581068895e-19, 2.471547944895794e-19
1970/01/01/01:00:08.790000,[],0,9.396127591700369e-19, -4.183072003220209e-19, -7.220160007476807, 9.370880359194631e-20, 1.49578889222205e-19, 2.5642094925958083e-19
1970/01/01/01:00:08.800000,[],0,9.69787170542629e-19, -4.867785230921697e-19, -7.220160007476807, 1.028546423569125e-19, 1.5486108366820964e-19, 2.654761471239871e-19
1970/01/01/01:00:08.810000,[],0,9.992610633339654e-19, -5.53831748099673e-19, -7.220160007476807, 1.118072892124078e-19, 1.6002214785326354e-19, 2.743236709558543e-19
1970/01/01/01:00:08.820000,[],0,1.028045707879892e-18, -6.1948853713682185e-19, -7.220160007476807, 1.2056969098936446e-19, 1.6506399463253324e-19, 2.8296685532702674e-19
1970/01/01/01:00:08.830000,[],0,1.0561517541307953e-18, -6.837702418031779e-19, -7.220160007476807, 1.2914478805636613e-19, 1.6998849808709405e-19, 2.914088538635898e-19
1970/01/01/01:00:08.840000,[],0,1.0982208159167469e-18, -6.235035684325777e-19, -7.220160007476807, 1.202102680885131e-19, 1.7439846935125274e-19, 2.9896879352383577e-19
1970/01/01/01:00:08.840000,[],0,1.1393386199982625e-18, -5.643799552709492e-19, -7.220160007476807, 1.1144239916469536e-19, 1.7870279414155191e-19, 3.0634765817811506e-19
1970/01/01/01:00:08.860000,[],0,1.1795201590239446e-18, -5.063823417181585e-19, -7.220160007476807, 1.0283875790421207e-19, 1.8290317851800497e-19, 3.135482912597833e-19
1970/01/01/01:00:08.870000,[],0,1.2187802188472427e-18, -4.494940290655897e-19, -7.220160007476807, 9.439690800166532e-20, 1.8700125099244288e-19, 3.205735620515903e-19
1970/01/01/01:00:08.880000,[],0,1.09612556742515e-18, -3.3178206614683697e-19, -7.220160007476807, 7.659576149967396e-20, 1.6970849744974485e-19, 2.9092885646376177e-19
1970/01/01/01:00:08.890000,[],0,1.1098711378566734e-18, -3.866838528595714e-19, -7.220160007476807, 8.63386372587959e-20, 1.7110441643221637e-19, 2.9332186412648353e-19
1970/01/01/01:00:08.900000,[],0,1.080082399444684e-18, -1.6054740754223471e-19, -7.220160007476807, 4.8128208240516533e-20, 1.6799021067292493e-19, 2.8798321460367215e-19
1970/01/01/01:00:08.910000,[],0,1.0507814907989479e-18, 6.108235746510845e-20, -7.220160007476807, 1.0677173837619889e-20, 1.6492148692262684e-19, 2.827225268535939e-19
1970/01/01/01:00:08.920000,[],0,1.0219614842818347e-18, 2.7827343253140086e-19, -7.220160007476807, -2.6025908345769822e-20, 1.6189763772055975e-19, 2.7753881859927135e-19
1970/01/01/01:00:08.930000,[],0,9.936157624484441e-19, 4.910928386733049e-19, -7.220160007476807, -6.199232722475068e-20, 1.5891808145535546e-19, 2.7243100416615054e-19
1970/01/01/01:00:08.940000,[],0,9.315781470851562e-19, 4.968161530303476e-19, -7.220160007476807, -6.399768444821771e-20, 1.495173547394493e-19, 2.563154578820862e-19
1970/01/01/01:00:08.950000,[],0,8.70688141424209e-19, 5.023753237345868e-19, -7.220160007476807, -6.595653214927424e-20, 1.4028967679262864e-19, 2.404965850945928e-19
1970/01/01/01:00:08.960000,[],0,8.109288916606218e-19, 5.077730391230133e-19, -7.220160007476807, -6.786960703565333e-20, 1.312325402236617e-19, 2.249700689548486e-19
1970/01/01/01:00:08.970000,[],0,7.522837507845669e-19, 5.130120392314062e-19, -7.220160007476807, -6.973763289039095e-20, 1.223434117919225e-19, 2.0973156676463774e-19
1970/01/01/01:00:08.980000,[],0,6.947362268825817e-19, 5.18094960697968e-19, -7.220160007476807, -7.156132703417456e-20, 1.1361983580496756e-19, 1.9477686507271498e-19
